id,phone,salary,credit_score,age,city,job,is_fraud,risk_level
1,13296854527,34738,612,25,Beijing,Consultant,True,High
2,13346822137,43086,631,56,Chengdu,Designer,True,High
3,15020780729,19700,581,50,Chengdu,Developer,True,High
4,15113867065,57140,796,35,Shanghai,Consultant,False,Low
5,13349533151,56229,630,27,Guangzhou,Director,True,High
6,18648249662,18490,664,55,Wuhan,Designer,False,Medium
7,19470609827,75763,818,53,Shenzhen,Designer,False,Low
8,19716995896,67503,591,44,Beijing,Director,True,High
9,15650838488,10761,809,52,Shanghai,Analyst,False,Low
10,15915694494,72775,720,57,Shenzhen,Designer,False,Medium
11,19061916332,13726,681,58,Beijing,Director,False,Medium
12,19810989279,24158,752,48,Guangzhou,Designer,False,Low
13,18219289149,48317,766,50,Wuhan,Designer,False,Low
14,18607271835,73632,732,49,Guangzhou,Consultant,False,Medium
15,13753048915,52609,726,57,Guangzhou,Director,False,Medium
16,19220224797,40368,737,49,Xian,Analyst,False,Medium
17,15664573366,29454,821,34,Shanghai,Director,False,Low
18,18199369060,57150,603,47,Shanghai,Analyst,True,High
19,18303435053,39336,633,23,Guangzhou,Designer,True,High
20,15657240683,56904,798,43,Wuhan,Designer,False,Low
21,19256041213,37002,679,31,Beijing,Director,False,Medium
22,17442847009,78870,599,56,Wuhan,Consultant,True,High
23,17443453269,75112,658,56,Beijing,Engineer,True,Medium
24,17338910232,47635,605,47,Chengdu,Director,True,High
25,15198782108,28004,775,54,Wuhan,Developer,False,Low
26,13231434953,47134,784,22,Chengdu,Developer,False,Low
27,18132489699,60243,769,42,Shanghai,Manager,False,Low
28,13937719706,26804,704,32,Xian,Manager,False,Medium
29,17352287895,31012,821,23,Chengdu,Analyst,False,Low
30,18661530206,40184,710,49,Shanghai,Developer,False,Medium
31,15858680879,63367,723,50,Xian,Consultant,False,Medium
32,13681991919,25408,795,55,Xian,Director,False,Low
33,19257407645,29815,603,51,Shenzhen,Analyst,True,High
34,15034320639,67061,719,48,Shanghai,Designer,False,Medium
35,17749380139,22939,720,36,Hangzhou,Consultant,False,Medium
36,15675776702,49495,740,35,Shanghai,Consultant,False,Medium
37,15514423212,20867,626,58,Wuhan,Designer,True,High
38,17638699838,20125,769,33,Shanghai,Developer,False,Low
39,13178904334,48346,620,31,Beijing,Designer,True,High
40,19937836290,73503,813,52,Guangzhou,Developer,False,Low
41,15761593745,8293,665,57,Wuhan,Consultant,False,Medium
42,13019980777,41125,592,43,Guangzhou,Analyst,True,High
43,19236795010,35246,832,35,Chengdu,Consultant,False,Low
44,18343462343,63465,804,50,Shenzhen,Director,False,Low
45,15558598739,19441,610,47,Guangzhou,Developer,True,High
46,15003295448,41131,845,58,Xian,Consultant,False,Low
47,13766551598,60644,836,47,Guangzhou,Analyst,False,Low
48,18385211048,78954,595,33,Chengdu,Analyst,True,High
49,18417819231,27455,847,43,Chengdu,Manager,False,Low
50,15583881055,57853,718,35,Beijing,Consultant,False,Medium
51,17260135293,17489,585,32,Shenzhen,Manager,True,High
52,18665196928,67531,730,25,Beijing,Analyst,False,Medium
53,19464336998,16308,751,36,Beijing,Analyst,False,Low
54,15257505308,15070,589,41,Shenzhen,Manager,True,High
55,13673426436,66717,633,32,Hangzhou,Consultant,True,High
56,19470399018,23420,789,44,Shanghai,Consultant,False,Low
57,13253425396,46858,835,29,Guangzhou,Consultant,False,Low
58,15949519488,54473,829,31,Beijing,Developer,False,Low
59,18745985716,79038,780,23,Shanghai,Designer,False,Low
60,19558389590,69096,591,27,Xian,Engineer,True,High
61,17944616584,68747,639,39,Beijing,Manager,True,High
62,19748589298,56393,678,57,Xian,Director,True,Medium
63,13999582725,26415,681,30,Shanghai,Analyst,False,Medium
64,19597139404,52015,714,53,Wuhan,Designer,False,Medium
65,18493120010,53098,644,57,Wuhan,Developer,True,High
66,18602302842,41587,819,48,Chengdu,Director,False,Low
67,18865713327,60601,670,49,Guangzhou,Consultant,True,Medium
68,13208691533,65668,646,50,Guangzhou,Developer,True,High
69,15938299892,73864,810,47,Guangzhou,Developer,False,Low
70,17393610176,53772,771,29,Hangzhou,Director,False,Low
71,17950655805,41479,748,23,Shanghai,Designer,False,Medium
72,19477140305,9165,845,40,Guangzhou,Developer,False,Low
73,15596983828,79474,797,24,Hangzhou,Director,False,Low
74,19683534006,74072,668,43,Beijing,Manager,True,Medium
75,15913944723,22773,730,36,Guangzhou,Designer,False,Medium
76,19052937627,26867,844,42,Shanghai,Manager,False,Low
77,17953055101,62446,662,43,Hangzhou,Developer,True,Medium
78,18200957530,45982,823,38,Shanghai,Consultant,False,Low
79,18362755310,8840,611,31,Xian,Consultant,True,High
80,18357957882,52345,599,30,Shanghai,Consultant,True,High
81,15549498986,37733,741,58,Wuhan,Developer,False,Medium
82,19989061330,62134,751,44,Beijing,Developer,False,Low
83,17446530673,11474,727,32,Hangzhou,Designer,False,Medium
84,13696448132,71308,691,54,Shenzhen,Designer,True,Medium
85,17900868982,61635,637,44,Shanghai,Consultant,True,High
86,18968543813,71759,825,48,Chengdu,Engineer,False,Low
87,15049111999,53756,770,22,Xian,Analyst,False,Low
88,18571622870,71278,679,42,Hangzhou,Analyst,True,Medium
89,18824520287,57571,808,26,Hangzhou,Director,False,Low
90,17302975718,67775,830,37,Chengdu,Developer,False,Low
91,17643481638,53686,657,39,Wuhan,Developer,True,Medium
92,15870059058,38619,588,30,Wuhan,Analyst,True,High
93,19156736356,62075,595,32,Xian,Engineer,True,High
94,13107860170,9762,600,34,Hangzhou,Developer,True,High
95,15349203940,37539,840,47,Xian,Manager,False,Low
96,18283627284,37832,610,46,Beijing,Designer,True,High
97,18625408716,20733,706,49,Shanghai,Designer,False,Medium
98,18479291703,19054,835,26,Wuhan,Analyst,False,Low
99,13195848769,14525,584,50,Chengdu,Consultant,True,High
100,18727343177,75667,684,55,Guangzhou,Consultant,True,Medium
101,19735343930,34552,703,32,Chengdu,Consultant,False,Medium
102,19978248445,75356,783,31,Shenzhen,Engineer,False,Low
103,15810157242,9684,618,50,Beijing,Director,True,High
104,18284055653,60438,647,27,Hangzhou,Manager,True,High
105,18549789367,45046,782,40,Xian,Developer,False,Low
106,19238062735,25091,595,42,Guangzhou,Manager,True,High
107,13682136287,40232,728,24,Wuhan,Analyst,False,Medium
108,19851571918,38260,825,54,Xian,Engineer,False,Low
109,13203665994,51065,612,32,Wuhan,Developer,True,High
110,19522916832,69105,671,32,Wuhan,Designer,True,Medium
111,13276034790,15918,748,48,Shanghai,Director,False,Medium
112,18420066616,61771,782,38,Guangzhou,Manager,False,Low
113,13769760675,79489,846,46,Beijing,Consultant,False,Low
114,17480060316,16685,660,49,Wuhan,Manager,False,Medium
115,13662593409,44062,713,39,Beijing,Director,False,Medium
116,19772378652,36194,850,25,Wuhan,Developer,False,Low
117,19275506402,76848,640,29,Hangzhou,Designer,True,High
118,13961742204,37281,764,47,Beijing,Manager,False,Low
119,18887720817,74338,798,47,Hangzhou,Developer,False,Low
120,18895977251,70751,621,26,Shanghai,Manager,True,High
121,19446375209,10854,810,35,Hangzhou,Developer,False,Low
122,18377775546,65302,652,40,Shenzhen,Consultant,True,Medium
123,13967750944,71853,769,29,Xian,Director,False,Low
124,19338553740,41019,600,45,Xian,Consultant,True,High
125,19042599385,22620,764,42,Chengdu,Manager,False,Low
126,17420011571,79122,673,30,Wuhan,Designer,True,Medium
127,17268055312,61389,767,44,Wuhan,Developer,False,Low
128,13622410699,28566,701,46,Xian,Consultant,False,Medium
129,19754320071,52319,769,48,Chengdu,Designer,False,Low
130,15683920185,29504,726,53,Hangzhou,Consultant,False,Medium
131,18679251051,27250,846,30,Hangzhou,Manager,False,Low
132,13636512046,36559,705,23,Wuhan,Consultant,False,Medium
133,15171979405,44947,825,44,Shanghai,Developer,False,Low
134,17873913642,59338,712,23,Xian,Manager,False,Medium
135,13491940248,65712,745,57,Guangzhou,Developer,False,Medium
136,18779615952,16565,626,47,Wuhan,Analyst,True,High
137,17574623076,26098,810,37,Shenzhen,Analyst,False,Low
138,19897202613,39125,599,27,Shenzhen,Designer,True,High
139,13249133899,56268,769,34,Shanghai,Developer,False,Low
140,17838335193,72921,735,36,Xian,Analyst,False,Medium
141,17991186697,30431,628,40,Hangzhou,Director,True,High
142,15368969606,76173,592,25,Shenzhen,Manager,True,High
143,18165498981,41917,818,30,Beijing,Engineer,False,Low
144,18900841094,63567,691,48,Chengdu,Analyst,True,Medium
145,17733810435,68617,715,51,Beijing,Consultant,False,Medium
146,18184608107,76730,751,47,Xian,Director,False,Low
147,15669784739,51720,586,28,Beijing,Engineer,True,High
148,18429451400,74633,592,36,Shenzhen,Developer,True,High
149,13702072654,31672,606,24,Shanghai,Developer,True,High
150,13754675045,77685,677,33,Wuhan,Director,True,Medium
151,15067825393,75328,753,22,Xian,Consultant,False,Low
152,18210852731,40695,710,49,Shenzhen,Consultant,False,Medium
153,18941659712,70750,769,34,Shenzhen,Manager,False,Low
154,15198327304,29892,602,31,Shanghai,Designer,True,High
155,17999864021,73209,747,43,Shanghai,Analyst,False,Medium
