id,phone,salary,credit_score,age,city,job,is_fraud,risk_level
1,18056852298,11048,659,30,Guangzhou,Analyst,False,Medium
2,17415014579,37051,758,45,Chengdu,Designer,False,Low
3,17581265504,47203,675,51,Beijing,Developer,False,Medium
4,13761653851,73178,598,44,Beijing,Engineer,True,High
5,19589481310,13030,600,35,Shenzhen,Designer,True,High
6,13486019316,35881,622,38,Shenzhen,Engineer,True,High
7,15307050513,75751,695,55,Hangzhou,Consultant,True,Medium
8,17034575536,70404,768,38,Hangzhou,Manager,False,Low
9,18251894598,13202,676,57,Chengdu,Developer,False,Medium
10,19965152395,29361,805,36,Wuhan,Analyst,False,Low
11,13347936323,66311,718,47,Wuhan,Director,False,Medium
12,13223498649,51315,728,30,Shanghai,Manager,False,Medium
13,19668249290,73151,759,48,Xian,Manager,False,Low
14,18835697692,39307,639,47,Hangzhou,Engineer,True,High
15,15031463492,30254,703,28,Hangzhou,Designer,False,Medium
16,17683417998,61646,596,49,Wuhan,Designer,True,High
17,19429699936,77574,655,51,Shanghai,Developer,True,Medium
18,15105661202,59277,847,25,Shanghai,Director,False,Low
19,15780445752,67548,637,42,Xian,Engineer,True,High
20,13343866956,42248,586,51,Shenzhen,Designer,True,High
21,18273006957,8020,611,26,Beijing,Analyst,True,High
22,15759640797,22224,689,47,Chengdu,Director,False,Medium
23,13119218626,11557,659,58,Chengdu,Developer,False,Medium
24,15673933333,78612,609,55,Xian,Director,True,High
25,17075065676,74428,596,56,Hangzhou,Manager,True,High
26,18105045863,36239,591,33,Xian,Designer,True,High
27,19430663259,24937,601,58,Guangzhou,Designer,True,High
28,19496810454,28763,610,30,Xian,Engineer,True,High
29,18008910892,69043,739,46,Shanghai,Manager,False,Medium
30,18353386702,13012,819,44,Wuhan,Engineer,False,Low
31,19015924831,59224,612,36,Xian,Director,True,High
32,13801145503,38880,759,40,Shanghai,Developer,False,Low
33,18496510825,75298,674,53,Beijing,Manager,True,Medium
34,15520508955,45731,682,22,Hangzhou,Consultant,False,Medium
35,18121707462,26883,775,47,Wuhan,Developer,False,Low
36,13614986317,61551,813,36,Chengdu,Engineer,False,Low
37,13998690875,70545,710,45,Beijing,Developer,False,Medium
38,18878732938,72667,839,45,Chengdu,Designer,False,Low
39,18813323188,45010,844,41,Shenzhen,Manager,False,Low
40,13608315446,60167,650,26,Wuhan,Consultant,True,Medium
41,18317263739,57413,615,48,Beijing,Director,True,High
42,17146445913,28359,803,44,Shenzhen,Consultant,False,Low
43,17294835849,45566,704,38,Shanghai,Manager,False,Medium
44,19359051218,78465,716,49,Guangzhou,Designer,False,Medium
45,13292428875,50412,672,44,Hangzhou,Consultant,True,Medium
46,15744406965,57481,757,37,Guangzhou,Consultant,False,Low
47,19722670981,50260,653,58,Shanghai,Engineer,True,Medium
48,15920296560,60159,672,56,Guangzhou,Consultant,True,Medium
49,17767570658,38090,686,58,Hangzhou,Manager,False,Medium
50,19154910868,49851,728,47,Shanghai,Analyst,False,Medium
51,13378849526,59807,689,35,Hangzhou,Consultant,True,Medium
52,18916992155,62290,647,34,Chengdu,Director,True,High
53,19858584614,77019,719,46,Beijing,Analyst,False,Medium
54,17697843563,39400,770,25,Shenzhen,Analyst,False,Low
55,13740923485,21044,598,32,Shanghai,Consultant,True,High
56,13766421168,28769,735,58,Hangzhou,Designer,False,Medium
