id,phone,salary,credit_score,age,city,job,is_fraud
1,19210455411,52885,804,54,Beijing,Engineer,False
2,17384882041,79687,748,53,Shenzhen,Designer,False
3,19426274226,8867,675,29,Beijing,Engineer,False
4,13389743511,17334,647,34,Shenzhen,Developer,False
5,19856684876,66238,745,56,Shanghai,Developer,False
6,17333521395,17024,756,27,Guangzhou,Engineer,False
7,18076389865,55745,723,47,Guangzhou,Engineer,False
8,15371121461,8348,682,43,Guangzhou,Manager,False
9,19453027069,59320,754,33,Beijing,Manager,False
10,15870457801,45357,841,57,Shenzhen,Developer,False
11,13518045261,59691,648,51,Beijing,Engineer,False
12,18346775393,45960,815,27,Shanghai,Manager,False
13,13090814775,68742,705,46,Shanghai,Developer,False
14,18632996510,75434,604,46,Beijing,Developer,True
15,17970329196,59907,784,28,Guangzhou,Developer,False
16,19051114366,71770,645,47,Guangzhou,Developer,False
17,19294815896,47771,667,51,Guangzhou,Manager,False
18,13199039552,28444,678,39,Shanghai,Designer,False
19,17185660333,74742,755,31,Guangzhou,Developer,False
20,18421652465,51001,697,55,Guangzhou,Manager,False
21,18279932896,43359,749,35,Shanghai,Designer,False
22,19460598200,61113,646,42,Beijing,Designer,False
23,18869031130,69764,639,50,Beijing,Developer,False
24,19004077186,58267,823,48,Shenzhen,Manager,False
25,18196907414,64385,730,57,Guangzhou,Manager,True
26,13144000740,57404,678,30,Shanghai,Manager,False
27,13520544481,52797,821,35,Guangzhou,Manager,False
28,19613980734,16731,824,22,Shanghai,Engineer,False
29,18473532615,70686,582,27,Shenzhen,Developer,False
30,18138238829,42102,690,23,Beijing,Developer,True
31,15244898295,22170,683,47,Shanghai,Engineer,False
32,17610529603,48321,692,51,Guangzhou,Designer,False
33,13992234330,46959,804,49,Beijing,Designer,False
34,15733116897,55096,693,36,Shenzhen,Manager,False
35,19348305680,70620,608,25,Guangzhou,Designer,False
36,13648630614,11197,721,55,Shenzhen,Designer,False
37,17261797942,68912,781,56,Shanghai,Manager,True
38,15532493430,38388,806,52,Beijing,Designer,False
39,15967724514,11561,828,31,Shenzhen,Manager,False
40,13801655102,39009,596,29,Shenzhen,Engineer,False
41,19872221415,65930,761,28,Guangzhou,Developer,False
42,19523523926,24090,644,40,Beijing,Developer,False
43,18220299645,9688,601,41,Shanghai,Engineer,False
44,15383528156,34777,788,26,Shanghai,Manager,False
45,17781352267,74701,828,37,Shenzhen,Engineer,False
46,13064757540,78169,839,56,Shanghai,Engineer,False
47,18339140246,9045,709,35,Beijing,Developer,False
48,15665470795,60532,633,34,Guangzhou,Designer,False
49,15740441442,66666,814,40,Beijing,Manager,False
50,19354650170,49426,808,55,Shenzhen,Manager,False
51,18421109117,42821,717,48,Beijing,Developer,False
52,13108288703,25004,607,44,Beijing,Manager,False
53,19705478104,29762,715,41,Shanghai,Developer,False
54,17201311181,51613,784,52,Shanghai,Engineer,False
55,18985172452,49934,816,39,Shanghai,Developer,False
56,15764320280,65547,703,42,Shanghai,Engineer,False
57,19446745707,30722,581,40,Guangzhou,Engineer,True
58,15227801152,13111,724,46,Guangzhou,Engineer,False
59,13261404126,23145,748,51,Guangzhou,Engineer,False
60,17227031174,9904,776,47,Shenzhen,Developer,False
61,13588958729,61775,814,22,Guangzhou,Designer,False
62,13609451191,49000,588,42,Guangzhou,Designer,False
63,13799507202,21458,816,30,Beijing,Manager,False
64,18753762767,64614,593,32,Guangzhou,Designer,False
65,18109671493,64158,812,58,Shanghai,Manager,False
66,13099138499,36880,703,34,Beijing,Designer,False
67,17987459597,23971,769,41,Guangzhou,Engineer,False
68,19188637820,75741,695,28,Beijing,Manager,False
69,17095317770,73986,692,55,Beijing,Manager,False
70,18137670027,28657,629,35,Guangzhou,Designer,False
71,15384782360,38633,650,54,Beijing,Designer,False
72,19845250372,12911,601,25,Guangzhou,Designer,False
73,19389464546,50078,707,31,Shenzhen,Manager,False
74,15066563423,25353,596,35,Beijing,Engineer,False
75,18290702998,72365,701,23,Shanghai,Designer,False
76,17281341301,18166,839,50,Guangzhou,Engineer,False
77,15560079922,72843,667,52,Beijing,Engineer,False
78,15868590298,26096,676,48,Shenzhen,Developer,False
79,13346786587,31229,614,22,Shenzhen,Manager,False
80,13060514591,34356,832,26,Shanghai,Engineer,False
81,15830000190,9882,600,43,Guangzhou,Manager,False
82,19400684317,24185,584,40,Shanghai,Designer,False
83,17655041102,51873,651,57,Shenzhen,Developer,False
84,18625657555,39107,786,32,Shanghai,Engineer,False
85,15680502646,67259,642,24,Beijing,Developer,False
86,17989747110,46597,703,36,Guangzhou,Developer,False
87,13286366586,19345,585,26,Beijing,Designer,False
88,19723727931,38240,676,30,Beijing,Engineer,False
89,18308153940,20276,771,22,Guangzhou,Designer,False
90,13925698465,23906,593,25,Beijing,Developer,False
91,19576889916,31139,800,34,Shanghai,Developer,False
92,13789638685,37545,626,28,Guangzhou,Developer,True
93,13519478604,27800,690,29,Shanghai,Manager,True
94,13611588373,10592,719,23,Shanghai,Designer,False
95,17025847863,72075,751,49,Shanghai,Engineer,False
96,18686288407,19872,786,56,Guangzhou,Manager,False
97,17691515292,19896,729,43,Shanghai,Designer,False
98,15774300571,20300,763,37,Beijing,Developer,False
99,17540269879,9357,747,55,Guangzhou,Designer,False
100,18686231007,11926,814,40,Guangzhou,Developer,False
