id,phone,salary,credit_score,age,city,job,is_fraud,risk_level
1,13097829916,31752,648,34,Guangzhou,Consultant,True,High
2,17046074003,21908,816,54,Shenzhen,Engineer,False,Low
3,19319427364,54614,764,28,Hangzhou,Manager,False,Low
4,13259630499,15278,715,39,Wuhan,Manager,False,Medium
5,19400535569,13194,714,41,Shanghai,Developer,False,Medium
6,19334525371,50403,698,46,Guangzhou,Analyst,True,Medium
7,13806711438,9306,834,51,Chengdu,Analyst,False,Low
8,18284989992,28089,850,36,Guangzhou,Developer,False,Low
9,17183139428,14030,702,25,Shenzhen,Developer,False,Medium
10,19195275657,44539,826,44,Shanghai,Engineer,False,Low
11,13238927581,65321,828,40,Wuhan,Engineer,False,Low
12,17629277170,75900,765,33,Chengdu,Director,False,Low
13,19687466987,62648,687,40,Hangzhou,Director,True,Medium
14,17066339413,36741,682,23,Chengdu,Manager,False,Medium
15,19098867196,72887,659,27,Shanghai,Analyst,True,Medium
16,15412844629,18699,726,24,Beijing,Analyst,False,Medium
17,19940049395,60660,774,53,Wuhan,Manager,False,Low
18,13667133465,60812,648,24,Shenzhen,Engineer,True,High
19,19448553276,30683,825,25,Guangzhou,Manager,False,Low
20,15036981306,43429,797,22,Wuhan,Engineer,False,Low
21,17251780535,60224,754,34,Chengdu,Developer,False,Low
22,18696877173,78360,801,57,Guangzhou,Consultant,False,Low
23,13479794093,20174,836,53,Chengdu,Engineer,False,Low
24,18693985116,58186,848,27,Shenzhen,Designer,False,Low
25,17507564337,69107,614,44,Guangzhou,Developer,True,High
26,17783195522,24686,690,58,Wuhan,Manager,False,Medium
27,19917738241,29376,719,26,Chengdu,Analyst,False,Medium
28,17961484048,47214,627,58,Hangzhou,Engineer,True,High
29,13133040101,32263,686,43,Xian,Designer,False,Medium
30,15578646028,45679,692,35,Xian,Engineer,False,Medium
31,15123329977,76801,712,48,Wuhan,Designer,False,Medium
32,13077348882,74767,838,46,Shenzhen,Analyst,False,Low
33,18380728646,42642,597,42,Shanghai,Developer,True,High
34,18752818828,57142,767,33,Shenzhen,Manager,False,Low
35,19431245172,75240,720,36,Guangzhou,Developer,False,Medium
36,15883305588,57148,600,38,Xian,Manager,True,High
37,18969097050,22278,713,27,Chengdu,Engineer,False,Medium
38,18467724158,69279,586,53,Beijing,Manager,True,High
39,13387683221,63174,778,53,Hangzhou,Manager,False,Low
40,17730611827,48028,819,27,Hangzhou,Analyst,False,Low
41,17395701682,39682,666,45,Wuhan,Consultant,False,Medium
42,15761204187,27498,737,38,Beijing,Designer,False,Medium
43,17430739626,45827,700,38,Shenzhen,Consultant,False,Medium
44,15622434618,56640,847,53,Shenzhen,Consultant,False,Low
45,15090001054,72256,825,56,Wuhan,Engineer,False,Low
46,19946243192,71158,776,39,Shanghai,Director,False,Low
47,13778712869,66700,787,45,Wuhan,Analyst,False,Low
48,15258185170,19263,588,30,Hangzhou,Manager,True,High
49,17025558616,48059,631,49,Guangzhou,Manager,True,High
50,15531691363,19061,779,55,Shenzhen,Designer,False,Low
51,15498246800,46852,828,22,Wuhan,Analyst,False,Low
52,18065364025,13514,826,43,Chengdu,Analyst,False,Low
53,18591867489,63736,602,44,Hangzhou,Developer,True,High
54,13646414154,27778,783,39,Guangzhou,Developer,False,Low
